Ticker,RMSE
NFLX,0.25909859241280403
NI,0.10333760380365056
NKE,0.2612465475826359
NOC,0.11914053556795408
NOW,0.27884201475937564
NRG,0.12382709906077315
NSC,0.12408048566725577
NTAP,0.23953449718833386
NTRS,0.16223451759128504
NUE,0.43465717526157094
NVDA,0.6266177020038762
NVR,0.13755770340585186
NWS,0.2974443212038634
NWSA,0.3869239873249334
NXPI,0.3633138605948799
O,0.12063209142188826
ODFL,0.22491172140110896
OKE,0.2559339444240956
OMC,0.12528252005256338
ON,0.29193333527710047
ORCL,0.2857820222000038
ORLY,0.07830646929075531
OTIS,0.16819017117504517
OXY,0.47732846770813214
PANW,0.29539453751600414
PARA,0.4670176192237336
PAYC,0.22755475201480954
PAYX,0.18254660298922984
PCAR,0.1421624881969808
PCG,0.10429916392951018
PEG,0.08133747019969517
PEP,0.06348693091645896
PFE,0.14265618073037165
PFG,0.16604983188978814
PG,0.08191927669535883
PGR,0.10586042923376292
PH,0.23338404087720652
PHM,0.14679345565172905
PKG,0.10815759672702363
PLD,0.20173929874977373
PLTR,0.5072715369095314
PM,0.11543075430709655
PNC,0.24123575415420717
PNR,0.35948895420841287
PNW,0.12584964564559725
PODD,0.15682725632558747
POOL,0.3430453413905955
PPG,0.20801661281025985
PPL,0.0732651659649926
PRU,0.2288519965507308
PSA,0.1977412416263857
PSX,0.17068370075128314
PTC,0.2693483486573549
PWR,0.3365919322662304
PYPL,0.5422871866492287
QCOM,0.29761891221484404
RCL,0.3298026351415673
REG,0.27057096123205643
REGN,0.10241364286219096
RF,0.22185097455585542
RJF,0.25263357478434234
RL,0.2762066930980966
RMD,0.19828768526764617
ROK,0.21347566283394406
ROL,0.15595153546833593
ROP,0.07946295546073819
ROST,0.14085458338777396
RSG,0.12068039986336641
RTX,0.13267832318056047
RVTY,0.24594330401799974
SBAC,0.13363275443900474
SBUX,0.22077587085759953
SCHW,0.3680021094774325
SHW,0.2147273222327713
SJM,0.07510007289110968
SLB,0.212264945117103
SMCI,0.2295650408307679
SNA,0.17278927687036572
SNPS,0.2079943829614197
SO,0.07340895433971249
SPG,0.3949013034494899
SPGI,0.1818464746484919
SRE,0.11791996107243176
STE,0.16085290806135394
STLD,0.30202437168289636
STT,0.23839692909524718
STX,0.4343376605333505
STZ,0.09880046217178565
SWK,0.26376443374866
SWKS,0.3042369243352002
SYF,0.3555063034031363
SYK,0.15461082462981493
SYY,0.1443688046743001
T,0.07625629317570712
TAP,0.1300528100901916
TDG,0.11510877040762454
TDY,0.150361920681506
TECH,0.44777747816740066
TEL,0.22987201304181615
TER,0.4094387104174373
TFC,0.18137460653137055
TGT,0.41668612971777796
TJX,0.10883130517222797
TKO,0.15453048008451162
TMO,0.17608642016194198
TMUS,0.13760450961439138
TPL,0.6219363704542256
TPR,0.5534965318662717
TRGP,0.5264065828390273
TRMB,0.3697180213607692
TROW,0.34221727785421535
TRV,0.1215098439108493
TSCO,0.20873415901571465
TSLA,0.49526310180903016
TSN,0.1938339350071158
TT,0.2514374723412636
TTWO,0.2075269323753513
TXN,0.24412626255351605
TXT,0.3102321068346698
TYL,0.23374453724186814
UAL,0.25367373689815476
UBER,0.33793527636830256
UDR,0.2172886325589108
UHS,0.14289614304848663
ULTA,0.18279902373141987
UNH,0.09706366592103463
UNP,0.10479339675088319
UPS,0.28633727614998916
URI,0.3134550197567976
USB,0.1986790838094627
V,0.11815516134446626
VICI,0.1372699927281517
VLO,0.2192997596273264
VMC,0.19647448332755635
VRSK,0.1164472092213993
VRSN,0.09318033659946785
VRTX,0.20329074226881494
VST,0.14707461488376142
VTR,0.12941554316313597
VTRS,0.06728460492723831
VZ,0.0740571032765436
WAB,0.10464634113933463
WAT,0.21419326143508174
WBA,0.16390911584296894
WBD,0.3526356339063491
WDAY,0.21332984800423252
WDC,0.2773873475815375
WEC,0.07314621772190648
WELL,0.24147535615326562
WFC,0.3102143481043456
WM,0.14305402226011468
WMB,0.09801001059044444
WMT,0.08267658863930184
WRB,0.11376775616559366
WSM,0.5597490358817657
WST,0.3461077623632162
WTW,0.13007725286396837
WY,0.12222439166713026
WYNN,0.180066107208216
XEL,0.07419577402654753
XOM,0.1987157732723137
XYL,0.20606635703514675
YUM,0.11728193712763828
ZBH,0.1337570361171883
ZBRA,0.46232783546472744
ZTS,0.1903190224434311
